record_number|project_name|project_description|sector|type_of_project|district|constituency|ward|zone|project_site_location|distance_km|year_funded|work_package|scope_of_works|status|comments|source_id|year|cdf_category
26|Drilling of boreholes around the Ward|Drilling of boreholes around the Ward|Water|Drilling & installation||Mumbwa|||All Zones||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
27|Construction of a Girls Domitory & VIP Toilets|Construction of a Girls Domitory & VIP Toilets Chibuluma Secondary School|Education|Construction||Mumbwa|||Chibuluma Secondary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
28|Completion of Kabalwa Rural Health Post|Completion of Kabalwa Rural Health Post in Chilolyo Ward|Health|Completion||Mumbwa|||Kabalwa Rural Health Post||||||APPROVED|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
29|Construction of Ablution Block, 1*3 Classroom Block and 3 Staff Houses at Nakanjoli Primary School|Construction of Ablution Block, 1*3 Classroom Block and 3 Staff Houses at Nakanjoli Primary School|Education|Construction||Mumbwa|||Nakanjoli Primary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
30|Completion of 2*2 Classroom Block & Rehabilitation of 1 Staff House|Completion of 2*2 Classroom Block & Rehabilitation of 1 Staff House Kangomba Primary School|Education|Completion||Mumbwa|||Kangomba Primary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
31|Construction of Staff House|Construction of a Staff House at Kalunzyu Primary School|Education|Construction||Mumbwa|||Kalunzyu Primary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
32|Construction of 1*3 CRB|Construction of 1*3 CRB Mutenda Community School|Education|Construction||Mumbwa|||Mutenda Community School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
33|Construction of a Rural Health Post|Construction of a Rural Health Post in Moobe Community|Health|Construction||Mumbwa|||Moobe Zone||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
34|Drilling of 5 boreholes around the Community|Drilling of 5 boreholes around the Community in Mwananduba Village|Water|Drilling & installation||Mumbwa|||Mwananduba Village||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
35|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Muleke Primary School|Education|Construction||Mumbwa|||Muleke Primary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
36|Drilling of a Borehole|Drilling of a Borehole at Kanshinka Primary School|Education|Drilling & installation||Mumbwa|||Kanshinka Primary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
37|Construction of a Maternity Labour Ward|Construction of a Maternity Labour Ward|Health|Construction||Mumbwa|||Kanshinka Rural Health Post||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
38|Construction of Rural Heath|Construction of a Rural Health in Mukanda Zone - Mwanang'umbwe Village|Health|Construction||Mumbwa|||Mwanang'umbwe Village||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
39|Construction of a Maternity Wing & Water Reticulation System|Construction of a Maternity Wing & Water Reticulation System at Kabwanga Rural Health post|Health|Construction & Reticulation||Mumbwa|||Kabwanga Rural Health Post||||||APPROVED|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
40|Construction of a Farmer Training Centre (FTC)|Construction of a Farmer Training Centre (FTC) at Kanshinka Agricultural Camp|Agriculture|Construction||Mumbwa|||Kanshinka Agricultural Camp||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
41|Construction of Teachers Staff House|Construction of Teachers Staff House|Education|Construction||Mumbwa|||Kalenda Primary School||||||APPROVED|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
42|Road Rehabilitation|Road Rehabilitation in Kalwanyembe Ward|Roads|Grading||Mumbwa|||Kalwanyembe Community||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
43|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Kitumba Community School|Education|Construction||Mumbwa|||Kitumba Community School||||||APPROVED|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
44|Construction of a Secondary School|Construction of a Secondary School at Bulungu day School|Education|Construction||Mumbwa|||Bulungu Secondary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
45|Construction of an urban clinic|construction of an urban clinic maternity annex|Health|Construction||Mumbwa|||Mumbwa||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
46|Construction of a community School|Construction of a 1x3 class room block school at Shikatundwe|Education|Construction||Mumbwa|||Shikatundwe Primary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
47|Construction of a Correctional Facility School|Construction of a 1X3 Class room at Mumbwa Correctional facility|Security|Construction||Mumbwa|||Mumbwa Correctional centre||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
48|Eletrification of a school|Electrification of Chipo Primary|Energy|Electrification||Mumbwa|||Munengo area/Mumbwa||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
49|Construction of a primary school|Construction of a 1x3 class room block school at Bulungu|Education|Construction||Mumbwa|||Bulungu||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
50|construction of a 1x4 classroom/administration|Construction of a 1x4 Classroom/Administration at Makasa School|Education|Construction||Mumbwa|||Makasa School/Mumbwa||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
51|Construction of Vet offices/Laboratory|Construction of Vet offices/Laboratory|Fisheries, Livestock and Veterinery serves|Construction||Mumbwa|||Veterinery offices/Muumbwa||||||CANCELLED & RESCOPED|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
52|Rehabilitation of 1*4 Classroom Block and 3 Staff Houses at Katele Primary School|Rehabilitation of 1*4 Classroom Block and 3 Staff Houses at Katele Primary School|Education|Construction||Mumbwa|||Katele Primary School||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
53|Connecting of Lusekelo Primary School & Chankwankwa Rural Health Centre to the National Grid|Connecting of Lusekelo Primary School & Chankwankwa Rural Health Centre to the National Grid|Energy|Electrification||Mumbwa|||Lusekelo Primary school & Chankwankwa Rural Health Centre||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
54|Grading & Gravelling of 22 Km Lutale Road|Grading & Gravelling of 22 Km Lutale Road|Roads|Grading||Mumbwa|||||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
55|Construction of a Health Post in Mapoko|Construction of a Health Post in Mapoko|Health|Construction||Mumbwa|||Mapoko||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
56|Construction of the office of the Member of Parliament Office|Construction of Member of Parliament office|Governance|Construction||Mumbwa|||MPs office||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
57|Additional funding for 2.4Km road drainage|Additional funding for 2.4Km road drainage|Roads|Construction||Mumbwa|||Mupona||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
58|Procurement of Roller Compactor|Procurement of Roller Compactor|Roads|Procurement||Mumbwa|||Police station||||||APPROVED|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
59|Erection of a wire fence for the community radio station|Erection of wire fence|Information|Erection & installation||Mumbwa|||Wire Fence||||||Not enough funds.|cdf_not_approved_projects_mumbwa_2025|2025|not_approved_community_projects
1|Drilling of a Borehole|Drilling of a Borehole in Muswela Village|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Malima|Muswela Village||||||In the IDP|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
2|Drilling of a Borehole|Drilling of a Borehole in Munyelele|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Malima|Munyelele Community||||||In the IDP|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
3|Drilling of a Borehole|Drilling of a Borehole in Mweemba B. Community at Anold Area|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Munkolo|Mweemba B. Community at Anold Area||||||In the IDP|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
4|Drilling of a Borehole|Drilling of a Borehole in Makala Village - Manyongo Village|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Choombwa|Makala Village-Manyongo Area||||||Prioritization and not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
5|Drilling of a Borehole|Drilling of a Borehole in Mwaangu Village ( Trywell's Area)|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Choombwa|Mwaangu Village (Trywell's Area)||||||Prioritization and not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
6|Drilling of a Borehole|Drilling of a Borehole in Ntalasha Village|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Munkolo|Ntalasha West||||||Prioritization and not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
7|Drilling of a Borehole|Drilling of a Borehole in Choongwe Village Community|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Malima|Choongwe Village||||||Prioritization and not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
8|Drilling of a Solar Powered Borehole|Drilling of a Solar Powered Borehole in Shambeta Community (David Pali's Area)|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Namabanga|Shambeta Community||||||Prioritization and not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
9|Drilling of a Water Pump Project|Drilling of a Water Pump Project in Shabwando Village|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Malima|Shabwando Village||||||Prioritization and not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
10|Drilling of a Borehole|Drilling of a Borehole in Lukanga Village|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Malima|Lukanga Village||||||Prioritization and not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
11|Construction of a Maternity Annex & 2 Staff Houses|Construction of a Maternity Annex & 2 Staff Houses at Namabanga Health Post|Health|Construction|Mumbwa|Nangoma|Sichanzu|Namabanga|Namabanga Health Post||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
12|Construction of 1*3 Classroom Block & Staff House|Construction of 1*3 Classroom Block & Staff House at Sichanzu Community School|Education|Construction|Mumbwa|Nangoma|Sichanzu|Malima|Sichanzu Community School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
13|Construction of 1*2 Classroom Block|Construction of 1*3 Classroom Block at Namabanga Primary School|Education|Construction|Mumbwa|Nangoma|Sichanzu|Namabanga|Namabanga Community School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
14|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Moola Community School|Education|Construction|Mumbwa|Nangoma|Sichanzu|Choombwa|Moola Community School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
15|Drilling of a Borehole|Drilling of a Borehole in Nalwali Village (Chitumbo Area)|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Choombwa|Chitumbo Village||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
16|Drilling of a Borehole|Drilling of a Borehole in Chikwanka Village|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Choombwa|Chikwanka Village||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
17|Drilling of a Borehole|Drilling of a Borehole in Shichimenze Village|Water|Drilling & Installation|Mumbwa|Nangoma|Sichanzu|Choombwa|Shichimenze Village (Makwenda Area||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
18|Construction of a Semi - Detached House|Construction of a Semi - Detached House at Mukupi Primary School|Education|Construction|Mumbwa|Nangoma|Myooye|Mukupi|Mukupi Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
19|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Shimunungu Primary School|Education|Construction|Mumbwa|Nangoma|Myooye|Shimunungu|Shimunungu Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
20|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Tiina Community School|Education|Construction|Mumbwa|Nangoma|Myooye|Shimunungu|Tiina Community School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
21|Construction of 4 VIP latrines|Construction of 4 VIP latrines at Myooye Clinic|Health|Construction|Mumbwa|Nangoma|Myooye|Myooye|Myooye Clinic||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
22|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Shimumbu community school|Education|Construction|Mumbwa|Nangoma|Myooye|Shimumbu|Shimumbu community school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
23|Rehabilitation of ward block|Rehabilitation of ward block at myooye clinic|Health|Rehabilitation|Mumbwa|Nangoma|Myooye|Myooye|Myooye Rural Health Post||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
24|Reticulation of a commercial borehole|Renticulation of a commercial borehole at Mukupi Community|Water|Reticulation|Mumbwa|Nangoma|Myooye|Mukupi|Mukupi Community||||||APPROVED|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
25|water reticulation|Water reticulation at Nachibila primary school|Education|Reticulation|mumbwa|Nangoma|myooye|Nachibila|Nachibila primary school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
26|Construction of boys dormitory|Construction of boys dormitory at myooye secondary school at Kayanza community school|Education|Construction|Mumbwa|Nangoma|Myooye|Myooye|myooye secondary school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
27|Spray lace renovations|Spray lace renovations at Cheela village community|Livestock & veterinary|Rehabilitation|Mumbwa|Nangoma|Myooye|Myooye|Cheela village community||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
28|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at myooye primary school|Education|Construction|Mumbwa|Nangoma|Myooye|Myooye|myooye primary school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
29|drilling of 10 boreholes|drilling of 10 boreholes at shimumbu,mukupi, myooye,and nachibila communites|Water|Drilling & Installation|Mumbwa|Nangoma|Myooye|myooye|commuity||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
30|completion of 3 staff house and construction of 1x3 classroom block|completion of 3 staff house and construction of 1x3 classroom block at Shakumbila Primary school|Education|Construction & Completion|Mumbwa|Nangoma|Chisalu|shakumbila|shakumbila primary school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
31|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Mukunki primary school|Education|Construction|Mumbwa|Nangoma|Chisalu|myooye|Mukunki primary school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
32|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at shakumbila seconary school|Education|Construction|Mumbwa|Nangoma|Chisalu|shakumbila|shakumbila primary school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
33|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Shalom community school|Education|Construction|Mumbwa|Nangoma|Chisalu|shakumbila|Shalom community school||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
34|Rehabilitation of 2 Classroom Blocks|Rehabilitation of 2 Classroom Blocks at Moombeluele Primary School|Education|Rehabilitation|Mumbwa|Nangoma|Chisalu|Nachilumbi|Moombeluele Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
35|Rehabilitation of 2 Classroom Blocks|Rehabilitation of 2 Classroom Blocks at Moombeluele Primary School|Education||Mumbwa|Nangoma|Chisalu|Nachilumbi|Moombeluele Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
36|Construction of Maternity wing|Construction of Maternity wing|health|Construction|Mumbwa|Nangoma|Chisalu|Shakumbila|Shakumbila clinic||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
37|Construction of 1*3 Art Staff Room|Construction of 1*3 Art Staff Room at Keezwa Rural Health Post|Health|Construction|Mumbwa|Nangoma|Keezwa|Keezwa|Keezwa Health Post||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
38|Drilling a Borehole|Drilling a Borehole in Munashintule B, Kabwele & Chipwaya B Village|Water|Drilling & Installation|Mumbwa|Nangoma|Keezwa|Keezwa|Munashintule B, Kabwele & Chipwaya Village||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
39|Drilling of 2 Boreholes|Drilling of 2 Boreholes in Mukubu & Mukubani Village|Water|Drilling & Installation|Mumbwa|Nangoma|Keezwa|Mukubu|Mukubu & Mukubani Village||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
40|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Luumpe Community School|Education|Construction|Mumbwa|Nangoma|Keezwa|Luumpe|Luumpe Community School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
41|Construction of a Health Post|Construction of a Health Post in Mukubu Community|Health|Construction|Mumbwa|Nangoma|Keezwa|Mukubu|Mukubu Community & Sarounding Communities||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
42|Construction of a Maternal Annex|Construction of a Maternal Annex at Muchabi Rural Health Post|Health|Construction|Mumbwa|Nangoma|Choma|Muchabi|Muchabi Rural Health Post||||||APPROVED|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
43|Construction of 2 Staff Houses|Construction of 2 Staff Houses at Muchabi Rural Health Post|Health|Construction|Mumbwa|Nangoma|Choma|Muchabi|Muchabi Rural Health Post||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
44|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Nguzu Primary School|Education|Construction|Mumbwa|Nangoma|Choma|Nguzu|Nguzu Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
45|Drilling of a Borehole|Drilling of a Borehole at Shachizobe Zone|Water|Drilling & Installation|Mumbwa|Nangoma|Choma|Shachizobe|Shachizobe Zone||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
46|Construction 4 Toilets & 2 Bathing Rooms|Construction 4 Toilets & 2 Bathing Rooms at Naleza Wildlife Office Gate -The Road Passing in the Blue Lagoon National Park (BLNPN)|Tourism|Construction|Mumbwa|Nangoma|Choma|Shakumbila|Naleza Wildlife Office Gate||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
47|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Shachizobe Primary School|Education|Construction|Mumbwa|Nangoma|Choma|Shachizobe|Shachizobe Prinar School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
48|Drilling of a Borehole - Indian Mark 2 Type|Drilling of a Borehole - Indian Mark 2 Type at Chiposo Area Shachizobe Zone|Water|Drilling & Installation|Mumbwa|Nangoma|Choma|Shachizobe|Chiposo Area||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
49|Construction of Staff House|Construction of Staff House at Muchabi Primary School|Education|Construction|Mumbwa|Nangoma|Choma|Muchabi|Muchabi Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
50|Construction of a Veterinary Drug Storage|Construction of a Vetenary Drug Storage|Livestock & Veterinary|Construction|Mumbwa|Nangoma|Choma|Muchabi|Muchabi village||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
51|Drilling of Hand Pumps|Drilling of Hand pumps in Muchabi , Shakumbila, Nguzu & Shachizobe Communities|Water|Drilling & Installation|Mumbwa|Nangoma|Choma|Muchabi|Muchabi,Shakumbila, Nguzu & Shakumbila Communities||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
52|Construction of Matron House|Construction of Matron House at the Girls Dormitory to provide Continued Supervision at Nangoma Secondary School|Education|Construction|Mumbwa|Nangoma|Nangoma|Nangoma|Nangoma Secondary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
53|Construction of a Staff House|Construction of a Staff House Nakabu Primary School|Education|Reticulation|Mumbwa|Nangoma|Nangoma|Nakabu|Nakabu Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
54|Construction of a Crossing Point|Construction of a Crossing Point at Nabuyuni Stream Crosing Point|Roads|Construction|Mumbwa|Nangoma|Nangoma|Nabuyuni|Nabuyuni Stream Crossing Point||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
55|Construction of 1*3 Classroom Block|Construction of 1*3 Classroom Block at Chibusa Primary School|Education|Construction|Mumbwa|Nangoma|Nangoma|Nabuyuni|Chibusa Primary School||||||Not enough funds|cdf_not_approved_projects_nangoma_2025|2025|not_approved_community_projects
