year|financial_type|category/code|description|amount|source
2025|Revenue Budget|063 (Fees and Charges)|Billboards and banners|112350.0|2025 Approved Budget PDF (Page 4)
2025|Revenue Budget|066 (Fees and Charges)|Penalties|124000.0|2025 Approved Budget PDF (Page 4)
2025|Revenue Budget|067 (Fees and Charges)|Ablution Fee|383500.0|2025 Approved Budget PDF (Page 4)
2025|Revenue Budget|072 (Fees and Charges)|Booth fees|200000.0|2025 Approved Budget PDF (Page 4)
2025|Revenue Budget|073 (Fees and Charges)|Ntemba fees|240000.0|2025 Approved Budget PDF (Page 4)
2025|Revenue Budget|074 (Fees and Charges)|Sale of Bid Documents|128000.0|2025 Approved Budget PDF (Page 4)
2025|Revenue Budget|080 (Fees and Charges)|Pontoon services|90000.0|2025 Approved Budget PDF (Page 4)
2025|Revenue Budget|088 (Fees and Charges)|Farm call visits|52080.0|2025 Approved Budget PDF (Page 4)
2025|Revenue Budget|002 (Licenses)|Liquor licence|207000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|003 (Licenses)|Firearm and ammunition licence|40500.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|004 (Licenses)|Petroleum Storage licence|54000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|005 (Licenses)|Dog licence|30000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|099 (Licenses)|Other Licences|280000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|001 (Levies)|Livestock Movement levy|221400.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|002 (Levies)|Birds levy|3600.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|003 (Levies)|Fish levy|18000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|004 (Levies)|Pole levy|5264.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|005 (Levies)|Charcoal levy|72000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|006 (Levies)|Sand levy|25200.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|008 (Levies)|Quarry levy|3600.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|011 (Levies)|Telecommunication Mast|200000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|016 (Levies)|Grain Levy|756000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|017 (Levies)|Trading (Wholesale) Business Levy|502500.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|018 (Levies)|Trading (Retail) Consumable groceries business|192000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|019 (Levies)|Retail Merchants non-consumable business|158000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|020 (Levies)|Trading (Retail) chain stores and supermarkets|5000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|026 (Levies)|Hawker|3000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|027 (Levies)|Peddler|3600.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|028 (Levies)|Filling Station|60000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|032 (Levies)|Hospitality|97500.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|033 (Levies)|Commercial Banks|30000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|034 (Levies)|Micro- Finance and Money-Lenders|25000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|099 (Levies)|Other levies|1070000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|001 (Permits)|Health permits|536000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|002 (Permits)|Permit for opaque beer|7000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|003 (Permits)|Herbalist permit|750.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|005 (Permits)|Transportation of meat products|240000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|008 (Permits)|Burial permits and grave sites|47500.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|009 (Permits)|Fire certificate|870730.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|010 (Permits)|Extension of Business hours permits|21600.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|011 (Permits)|Social gathering permit|27000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|099 (Permits)|Primary, Secondary and Tertiary permits|56000.0|2025 Approved Budget PDF (Page 5)
2025|Revenue Budget|002 (Charges)|Service Charges Industrial plots|300000.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|003 (Charges)|Premium Plot- Residential|170000.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|004 (Charges)|Premium Plot Commercial|300000.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|007 (Charges)|Land Application Charges|157500.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|008 (Charges)|Land Conversion|1600000.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|009 (Charges)|Change of ownership|184500.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|010 (Charges)|Sub-division of plot|56000.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|011 (Charges)|Land regularisation|210000.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|012 (Charges)|Change of Land use|80000.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|002 (Other Incomes)|Surplus/ Deficit from Commercial Ventures|79964.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|001 (Other Incomes)|Constituency Development Fund|72116301.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|002 (Other Incomes)|Roads Grant|3681699.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|003 (Other Incomes)|Health Grant|6109336.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|004 (Other Incomes)|Local Government Equalisation Fund|17054618.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|005 (Other Incomes)|Grants in lieu of Rates|350000.0|2025 Approved Budget PDF (Page 6)
2025|Revenue Budget|099 (Other Incomes)|Other Grants|53458937.0|2025 Approved Budget PDF (Page 6)
2025|Expenditure Budget (Economic Classification)|21|Personal Emoluments|21241814.0|2025 Approved Budget PDF (Page 7)
2025|Expenditure Budget (Economic Classification)|22|Goods and Services|33289514.0|2025 Approved Budget PDF (Page 7)
2025|Expenditure Budget (Economic Classification)|26|Grants and Other Payments(Transfers)|66668023.0|2025 Approved Budget PDF (Page 7)
2025|Expenditure Budget (Economic Classification)|31|Non-Financial Assets|50269505.0|2025 Approved Budget PDF (Page 7)
2025|Expenditure Budget (Economic Classification)|32|Financial Assets|7473871.0|2025 Approved Budget PDF (Page 7)
2025|Expenditure Budget (Economic Classification)|41|Current Liabilities (Payable within one year)|1588000.0|2025 Approved Budget PDF (Page 7)
2025|Programme Budget|Prog 1|Constituency Development|72116301.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 2|Local Governance|3329422.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 3|Integrated Development Planning|1894846.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 4|Economic and business development|793435.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 5|Public health and Environmental protection|1805457.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 6|Housing and Community Amenities|15039781.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 7|Recreation Culture and Religion|1142856.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 8|Education and skills development|150341.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 9|Social Protection|541250.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 10|Public order and safety|6611175.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 11|Management and support Services|12737868.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 12|Resource Mobilisation and Management|1412318.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 13|District Health servcies|6109336.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 15|Transport Services|3681698.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 16|Agricultural Services|517781.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 17|Fisheries and Livestock|486160.0|2025 Approved Budget PDF (Page 8)
2025|Programme Budget|Prog 18|Social Protection and Community Development|52160700.0|2025 Approved Budget PDF (Page 8)
2025|Sub-Programme Budget|SubProg 779|Community Projects|43925383.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 780|Women and Youth Empowerment|12456452.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 781|CDF Administration|3278014.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 782|Secondary School and Skills Development Bursaries|12456452.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 003|Legislative Functions|3276491.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 010|Local Elections|52931.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 045|Citizen Engagement|0.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 006|Environmental planning|16384.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 021|Spatial Planning|1097874.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 033|Socio Economic planning|780588.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 038|Trade facilitation and Licensing|793435.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 019|Health Inspections|760776.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 023|Pest control|59856.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 027|Solid Waste Management|709479.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 034|Water supply and Sanitation Services|275346.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 008|Roads and Drainages|1530885.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 011|Parks and Gardens|231020.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 012|Markets and Bus Stations|2188471.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 017|Community Centres|8449680.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 026|Public Housing|2639726.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 031|Street Lighting|0.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 001|Cultural Affairs|16474.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 032|Registration of Marriages and Deaths|3800.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 042|Sports Promotion|1122582.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 001|District archives|19201.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 039|Library Services|131140.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 037|Support to Indigent People|541250.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 014|Building Regulations|476657.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 018|Community Policing|1464097.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 041|Fire Protection Services|4670421.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 001|Human Resource|5006706.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 003|Public Relations|585559.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 009|Executive Management|664871.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 016|ProcurementMangement|571924.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 024|ICT|759978.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 028|Auditing Management|394128.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 035|Accounting Management|3964291.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 036|Legal Services|790412.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 067|Revenue Mobilisation and Enhancement|1412318.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 001|Primary Health Services|5432712.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 002|District Health Coordination|676624.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 001|Road Transport|3200587.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 003|Water Transport|481111.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 071|Agricultural Crop production, Advisory and Technical|319854.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 072|Agribusiness Development and Marketing|52400.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 073|Agriculture Co-ordination|145527.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 074|Fisheries and Livestock Marketing|105310.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 075|Animal Health Services|129000.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 076|Fisheries Production and Productivity Improvement|67182.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 077|Livestock Production and Productivity Improvement|68128.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 078|District Fisheries and Livestock Coordination|116540.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 079|District Social welfare|52155528.0|2025 Approved Budget PDF (Pages 9-11)
2025|Sub-Programme Budget|SubProg 080|Community Development|5172.0|2025 Approved Budget PDF (Pages 9-11)
2025|Programme 1 Expenditure|Prog 1 (02)|Constituency Development - Use of Goods and Services|9834041.0|2025 Approved Budget PDF (Page 13)
2025|Programme 1 Expenditure|Prog 1 (02)|Constituency Development - General Operations|9834041.0|2025 Approved Budget PDF (Page 13)
2025|Programme 1 Expenditure|Prog 1 (02)|Constituency Development - Engineering|6556027.0|2025 Approved Budget PDF (Page 13)
2025|Programme 1 Expenditure|Prog 1 (03)|Constituency Development - Transfers|17439033.0|2025 Approved Budget PDF (Page 13)
2025|Programme 1 Expenditure|Prog 1 (01)|Constituency Development - Transfers|17439033.0|2025 Approved Budget PDF (Page 13)
2025|Programme 1 Expenditure|Prog 1 (04)|Constituency Development - Assets|44843227.0|2025 Approved Budget PDF (Page 13)
2025|Programme 1 Expenditure|Prog 1 (01)|Constituency Development - Non-Financial Assets (Capital Expenditure)|37369356.0|2025 Approved Budget PDF (Page 13)
2025|Programme 1 Expenditure|Prog 1 (02)|Constituency Development - Financial Assets|7473871.0|2025 Approved Budget PDF (Page 13)
2025|Programme 2 Expenditure|Prog 2 (01)|Local Governance - Personal Emoluments|552542.0|2025 Approved Budget PDF (Page 16)
2025|Programme 2 Expenditure|Prog 2 (01)|Local Governance - Salaries and Wages|552542.0|2025 Approved Budget PDF (Page 16)
2025|Programme 2 Expenditure|Prog 2 (03)|Local Governance - Personnel Related Costs|1728000.0|2025 Approved Budget PDF (Page 16)
2025|Programme 2 Expenditure|Prog 2 (02)|Local Governance - Use of Goods and Services|2671780.0|2025 Approved Budget PDF (Page 16)
2025|Programme 2 Expenditure|Prog 2 (02)|Local Governance - General Operations|2671780.0|2025 Approved Budget PDF (Page 16)
2025|Programme 2 Expenditure|Prog 2 (04)|Local Governance - Assets|105100.0|2025 Approved Budget PDF (Page 16)
2025|Programme 2 Expenditure|Prog 2 (01)|Local Governance - Non-Financial Assets (Capital Expenditure)|105100.0|2025 Approved Budget PDF (Page 16)
2025|Programme 2 Expenditure|Prog 2 (03)|Local Governance - Administration|105100.0|2025 Approved Budget PDF (Page 16)
2025|Programme 3 Expenditure|Prog 3 (01)|Integrated Development Planning - Personal Emoluments|1425932.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (01)|Integrated Development Planning - Salaries and Wages|1425932.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (02)|Integrated Development Planning - Use of Goods and Services|408914.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (02)|Integrated Development Planning - General Operations|408914.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (01)|Integrated Development Planning - Environmental Planning|16384.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (01)|Integrated Development Planning - Socio-Economic|100318.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (04)|Integrated Development Planning - Assets|60000.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (01)|Integrated Development Planning - Non-Financial Assets (Capital Expenditure)|60000.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (02)|Integrated Development Planning - Surveying|60000.0|2025 Approved Budget PDF (Page 18)
2025|Programme 3 Expenditure|Prog 3 (02)|Integrated Development Planning - Fully equiped and functional GIS unit Created|1.0|2025 Approved Budget PDF (Page 19)
2025|Programme 4 Expenditure|Prog 4 (01)|Economic and business development - Personal Emoluments|569570.0|2025 Approved Budget PDF (Page 20)
2025|Programme 4 Expenditure|Prog 4 (01)|Economic and business development - Salaries and Wages|569570.0|2025 Approved Budget PDF (Page 20)
2025|Programme 4 Expenditure|Prog 4 (02)|Economic and business development - Use of Goods and Services|198439.0|2025 Approved Budget PDF (Page 20)
2025|Programme 4 Expenditure|Prog 4 (02)|Economic and business development - General Operations|198439.0|2025 Approved Budget PDF (Page 20)
2025|Programme 4 Expenditure|Prog 4 (04)|Economic and business development - Assets|25427.0|2025 Approved Budget PDF (Page 20)
2025|Programme 4 Expenditure|Prog 4 (01)|Economic and business development - Non-Financial Assets (Capital Expenditure)|25427.0|2025 Approved Budget PDF (Page 20)
2025|Programme 5 Expenditure|Prog 5 (01)|Public health and Environmental protection - Personal Emoluments|853356.0|2025 Approved Budget PDF (Page 22)
2025|Programme 5 Expenditure|Prog 5 (01)|Public health and Environmental protection - Salaries and Wages|853356.0|2025 Approved Budget PDF (Page 22)
2025|Programme 5 Expenditure|Prog 5 (02)|Public health and Environmental protection - Public Health|654564.0|2025 Approved Budget PDF (Page 22)
2025|Programme 5 Expenditure|Prog 5 (02)|Public health and Environmental protection - Use of Goods and Services|822101.0|2025 Approved Budget PDF (Page 22)
2025|Programme 5 Expenditure|Prog 5 (02)|Public health and Environmental protection - General Operations|822101.0|2025 Approved Budget PDF (Page 22)
2025|Programme 5 Expenditure|Prog 5 (04)|Public health and Environmental protection - Assets|130000.0|2025 Approved Budget PDF (Page 22)
2025|Programme 5 Expenditure|Prog 5 (01)|Public health and Environmental protection - Non-Financial Assets (Capital Expenditure)|130000.0|2025 Approved Budget PDF (Page 22)
2025|Programme 5 Expenditure|Prog 5 (02)|Public health and Environmental protection - Public Health|130000.0|2025 Approved Budget PDF (Page 22)
2025|Programme 6 Expenditure|Prog 6 (01)|Housing and Community Amenities - Personal Emoluments|3574379.0|2025 Approved Budget PDF (Page 24)
2025|Programme 6 Expenditure|Prog 6 (01)|Housing and Community Amenities - Salaries and Wages|3574379.0|2025 Approved Budget PDF (Page 24)
2025|Programme 6 Expenditure|Prog 6 (02)|Housing and Community Amenities - Use of Goods and Services|1334612.0|2025 Approved Budget PDF (Page 24)
2025|Programme 6 Expenditure|Prog 6 (02)|Housing and Community Amenities - General Operations|1334612.0|2025 Approved Budget PDF (Page 24)
2025|Programme 6 Expenditure|Prog 6 (04)|Housing and Community Amenities - Assets|10130791.0|2025 Approved Budget PDF (Page 24)
2025|Programme 6 Expenditure|Prog 6 (01)|Housing and Community Amenities - Non-Financial Assets (Capital Expenditure)|10130791.0|2025 Approved Budget PDF (Page 24)
2025|Programme 6 Expenditure|Prog 6 (07)|Housing and Community Amenities - Community Development|8610791.0|2025 Approved Budget PDF (Page 24)
2025|Programme 6 Expenditure|Prog 6 (01)|Housing and Community Amenities - Kilometres of Gravel Roads graded|2.0|2025 Approved Budget PDF (Page 25)
2025|Programme 6 Expenditure|Prog 6 (01)|Housing and Community Amenities - Kilometres of road with potholes patched|1.0|2025 Approved Budget PDF (Page 25)
2025|Programme 6 Expenditure|Prog 6 (03)|Housing and Community Amenities - Kilometres of Road Markings painted|3.0|2025 Approved Budget PDF (Page 25)
2025|Programme 7 Expenditure|Prog 7 (02)|Recreation Culture and Religion - Use of Goods and Services|1116856.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (02)|Recreation Culture and Religion - General Operations|1116856.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (01)|Recreation Culture and Religion - Community Development|1107582.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (01)|Recreation Culture and Religion - Cultural Affairs|5474.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (03)|Recreation Culture and Religion - Transfers|11000.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (01)|Recreation Culture and Religion - Transfers|11000.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (01)|Recreation Culture and Religion - Cultural Affairs|11000.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (04)|Recreation Culture and Religion - Assets|15000.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (01)|Recreation Culture and Religion - Non-Financial Assets (Capital Expenditure)|15000.0|2025 Approved Budget PDF (Page 26)
2025|Programme 7 Expenditure|Prog 7 (01)|Recreation Culture and Religion - Community Development|15000.0|2025 Approved Budget PDF (Page 26)
2025|Programme 8 Expenditure|Prog 8 (02)|Education and skills development - Use of Goods and Services|59091.0|2025 Approved Budget PDF (Page 29)
2025|Programme 8 Expenditure|Prog 8 (02)|Education and skills development - General Operations|59091.0|2025 Approved Budget PDF (Page 29)
2025|Programme 8 Expenditure|Prog 8 (01)|Education and skills development - Community Development|59091.0|2025 Approved Budget PDF (Page 29)
2025|Programme 8 Expenditure|Prog 8 (04)|Education and skills development - Assets|91250.0|2025 Approved Budget PDF (Page 29)
2025|Programme 8 Expenditure|Prog 8 (01)|Education and skills development - Non-Financial Assets (Capital Expenditure)|91250.0|2025 Approved Budget PDF (Page 29)
2025|Programme 8 Expenditure|Prog 8 (01)|Education and skills development - Community Development|91250.0|2025 Approved Budget PDF (Page 29)
2025|Programme 9 Expenditure|Prog 9 (01)|Social Protection - Personal Emoluments|485050.0|2025 Approved Budget PDF (Page 31)
